BMI_CLASS,UNIT_NUM,STUB_NAME_NUM,STUB_LABEL_NUM,YEAR_NUM,AGE_NUM,ESTIMATE,SE,FLAG
2,2,6,6.16,1,1.6,56.5,2.0,0
2,2,6,6.16,2,1.6,67.4,2.3,0
2,2,6,6.16,3,1.6,66.8,2.2,0
2,2,6,6.16,4,1.6,65.8,2.0,0
2,2,6,6.16,5,1.6,70.8,2.4,0
2,2,6,6.16,6,1.6,73.2,2.3,0
2,2,6,6.16,7,1.6,70.4,2.0,0
2,2,6,6.16,8,1.6,71.0,2.3,0
2,2,6,6.16,9,1.6,74.9,2.4,0
2,2,6,6.16,10,1.6,74.6,2.5,1
2,2,6,6.21,1,1.1,37.0,1.4,0
2,2,6,6.21,2,1.1,52.9,2.1,0
2,2,6,6.21,3,1.1,51.6,1.9,0
2,2,6,6.21,4,1.1,50.9,1.8,0
2,2,6,6.21,5,1.1,55.6,2.1,0
2,2,6,6.21,6,1.1,55.4,2.4,0
2,2,6,6.21,7,1.1,55.2,2.4,0
2,2,6,6.21,8,1.1,58.5,2.1,0
2,2,6,6.21,9,1.1,59.6,1.7,0
2,2,6,6.21,10,1.1,60.0,2.2,1
2,2,6,6.22,1,1.2,49.6,2.4,0
2,2,6,6.22,2,1.2,60.6,2.4,0
2,2,6,6.22,3,1.2,60.1,1.9,0
2,2,6,6.22,4,1.2,60.7,2.5,0
2,2,6,6.22,5,1.2,62.1,2.3,0
2,2,6,6.22,6,1.2,63.9,1.8,0
2,2,6,6.22,7,1.2,62.4,1.8,0
2,2,6,6.22,8,1.2,65.6,1.7,0
2,2,6,6.22,9,1.2,67.7,2.2,0
2,2,6,6.22,10,1.2,70.7,2.6,1
2,2,6,6.23,1,1.3,60.3,2.5,0
2,2,6,6.23,2,1.3,65.1,2.2,0
2,2,6,6.23,3,1.3,67.4,2.1,0
2,2,6,6.23,4,1.3,67.3,2.0,0
2,2,6,6.23,5,1.3,65.8,1.9,0
2,2,6,6.23,6,1.3,66.2,2.1,0
2,2,6,6.23,7,1.3,70.5,2.2,0
2,2,6,6.23,8,1.3,71.4,2.2,0
2,2,6,6.23,9,1.3,69.5,2.4,0
2,2,6,6.23,10,1.3,71.3,2.7,1
2,2,6,6.24,1,1.4,66.3,1.6,0
2,2,6,6.24,2,1.4,72.2,2.4,0
2,2,6,6.24,3,1.4,69.9,2.5,0
2,2,6,6.24,4,1.4,69.6,2.1,0
2,2,6,6.24,5,1.4,69.4,1.7,0
2,2,6,6.24,6,1.4,72.2,1.8,0
2,2,6,6.24,7,1.4,75.1,2.1,0
2,2,6,6.24,8,1.4,74.3,2.1,0
2,2,6,6.24,9,1.4,74.5,1.9,0
2,2,6,6.24,10,1.4,72.7,2.2,1
2,2,6,6.25,1,1.5,60.3,1.8,0
2,2,6,6.25,2,1.5,70.9,3.1,0
2,2,6,6.25,3,1.5,71.5,2.2,0
2,2,6,6.25,4,1.5,70.5,2.2,0
2,2,6,6.25,5,1.5,69.6,3.0,0
2,2,6,6.25,6,1.5,74.2,2.6,0
2,2,6,6.25,7,1.5,73.8,2.0,0
2,2,6,6.25,8,1.5,71.2,2.3,0
2,2,6,6.25,9,1.5,75.6,2.1,0
2,2,6,6.25,10,1.5,78.9,2.0,1
2,2,6,6.26,1,1.6,52.3,1.5,0
2,2,6,6.26,2,1.6,59.9,3.3,0
2,2,6,6.26,3,1.6,63.7,3.2,0
2,2,6,6.26,4,1.6,62.6,2.9,0
2,2,6,6.26,5,1.6,61.3,2.6,0
2,2,6,6.26,6,1.6,63.2,1.9,0
2,2,6,6.26,7,1.6,62.4,2.2,0
2,2,6,6.26,8,1.6,64.6,2.1,0
2,2,6,6.26,9,1.6,67.4,2.1,0
2,2,6,6.26,10,1.6,69.9,2.3,1
3,1,1,1.1,1,1.0,22.9,0.7,0
3,1,1,1.1,2,1.0,30.4,0.9,0
3,1,1,1.1,3,1.0,31.4,0.8,0
3,1,1,1.1,4,1.0,33.4,0.9,0
3,1,1,1.1,5,1.0,34.0,0.9,0
3,1,1,1.1,6,1.0,34.7,0.7,0
3,1,1,1.1,7,1.0,35.3,0.8,0
3,1,1,1.1,8,1.0,36.4,0.8,0
3,1,1,1.1,9,1.0,38.8,0.9,0
3,1,1,1.1,10,1.0,41.1,1.2,1
3,1,2,2.1,1,1.0,20.2,0.7,0
3,1,2,2.1,2,1.0,27.5,0.9,0
3,1,2,2.1,3,1.0,29.5,0.8,0
3,1,2,2.1,4,1.0,32.4,1.2,0
3,1,2,2.1,5,1.0,32.7,1.2,0
3,1,2,2.1,6,1.0,33.9,1.1,0
3,1,2,2.1,7,1.0,34.6,1.1,0
3,1,2,2.1,8,1.0,34.5,0.9,0
3,1,2,2.1,9,1.0,36.8,1.2,0
3,1,2,2.1,10,1.0,40.5,1.8,1
3,1,2,2.2,1,1.0,25.5,0.9,0
3,1,2,2.2,2,1.0,33.2,1.2,0
3,1,2,2.2,3,1.0,33.2,1.2,0
3,1,2,2.2,4,1.0,34.3,1.1,0
3,1,2,2.2,5,1.0,35.4,0.9,0
3,1,2,2.2,6,1.0,35.5,0.7,0
3,1,2,2.2,7,1.0,35.9,0.9,0
3,1,2,2.2,8,1.0,38.1,1.0,0
3,1,2,2.2,9,1.0,40.7,1.0,0
3,1,2,2.2,10,1.0,41.5,1.2,1
3,1,3,3.11,1,1.0,21.6,0.8,0
3,1,3,3.11,2,1.0,29.4,1.1,0
3,1,3,3.11,3,1.0,30.5,0.9,0
3,1,3,3.11,4,1.0,32.0,1.0,0
3,1,3,3.11,5,1.0,32.8,1.2,0
3,1,3,3.11,6,1.0,33.3,1.0,0
3,1,3,3.11,7,1.0,33.4,1.0,0
3,1,3,3.11,8,1.0,34.6,1.0,0
3,1,3,3.11,9,1.0,37.4,1.0,0
3,1,3,3.11,10,1.0,40.2,1.5,1
3,1,4,3.111,1,1.0,20.2,0.9,0
3,1,4,3.111,2,1.0,28.0,1.0,0
3,1,4,3.111,3,1.0,30.2,1.0,0
3,1,4,3.111,4,1.0,32.4,1.4,0
3,1,4,3.111,5,1.0,32.6,1.4,0
3,1,4,3.111,6,1.0,34.1,1.4,0
3,1,4,3.111,7,1.0,34.4,1.3,0
3,1,4,3.111,8,1.0,34.0,1.1,0
3,1,4,3.111,9,1.0,37.0,1.5,0
3,1,4,3.111,10,1.0,41.3,2.3,1
3,2,1,1.1,10,1.0,41.2,1.2,1
3,1,4,3.112,1,1.0,22.9,1.1,0
3,1,4,3.112,2,1.0,30.7,1.3,0
3,1,4,3.112,3,1.0,30.7,1.4,0
3,1,4,3.112,4,1.0,31.6,1.4,0
3,1,4,3.112,5,1.0,33.1,1.3,0
3,1,4,3.112,6,1.0,32.5,1.2,0
3,1,4,3.112,7,1.0,32.3,1.4,0
3,1,4,3.112,8,1.0,35.3,1.4,0
3,1,4,3.112,9,1.0,37.9,1.2,0
3,1,4,3.112,10,1.0,39.0,1.7,1
3,1,3,3.12,1,1.0,30.7,0.9,0
3,1,3,3.12,2,1.0,39.2,1.2,0
3,1,3,3.12,3,1.0,42.0,1.4,0
3,1,3,3.12,4,1.0,45.5,1.4,0
3,1,3,3.12,5,1.0,45.0,1.3,0
3,1,3,3.12,6,1.0,47.0,1.5,0
3,1,3,3.12,7,1.0,48.8,1.4,0
3,1,3,3.12,8,1.0,48.0,1.3,0
3,1,3,3.12,9,1.0,47.9,1.5,0
3,1,3,3.12,10,1.0,48.6,1.4,1
3,1,4,3.121,1,1.0,20.9,1.0,0
3,2,2,2.1,1,1.0,19.5,0.7,0
3,1,4,3.121,2,1.0,27.8,1.4,0
3,1,4,3.121,3,1.0,30.8,2.0,0
3,1,4,3.121,4,1.0,35.7,2.1,0
3,1,4,3.121,5,1.0,37.5,1.9,0
3,1,4,3.121,6,1.0,38.3,1.8,0
3,1,4,3.121,7,1.0,38.1,1.6,0
3,1,4,3.121,8,1.0,37.9,1.7,0
3,1,4,3.121,9,1.0,38.0,1.8,0
3,1,4,3.121,10,1.0,39.3,1.7,1
3,1,4,3.122,1,1.0,38.3,1.4,0
3,1,4,3.122,2,1.0,48.6,2.0,0
3,1,4,3.122,3,1.0,51.1,2.0,0
3,1,4,3.122,4,1.0,53.4,1.8,0
3,1,4,3.122,5,1.0,51.0,1.4,0
3,1,4,3.122,6,1.0,54.0,1.7,0
3,1,4,3.122,7,1.0,57.5,1.7,0
3,1,4,3.122,8,1.0,56.5,1.3,0
3,1,4,3.122,9,1.0,56.0,1.4,0
3,1,4,3.122,10,1.0,56.2,1.5,1
3,1,3,3.13,1,1.0,0.0,0.0,2
3,1,3,3.13,2,1.0,0.0,0.0,2
3,1,3,3.13,3,1.0,0.0,0.0,2
3,1,3,3.13,4,1.0,0.0,0.0,2
3,1,3,3.13,5,1.0,0.0,0.0,2
3,1,3,3.13,6,1.0,0.0,0.0,2
3,1,3,3.13,7,1.0,0.0,0.0,2
3,1,3,3.13,8,1.0,11.8,0.9,0
3,1,3,3.13,9,1.0,12.5,0.9,0
3,1,3,3.13,10,1.0,14.9,1.0,1
3,1,4,3.131,1,1.0,0.0,0.0,2
3,1,4,3.131,2,1.0,0.0,0.0,2
3,1,4,3.131,3,1.0,0.0,0.0,2
3,1,4,3.131,4,1.0,0.0,0.0,2
3,1,4,3.131,5,1.0,0.0,0.0,2
3,1,4,3.131,6,1.0,0.0,0.0,2
3,1,4,3.131,7,1.0,0.0,0.0,2
3,1,4,3.131,8,1.0,11.3,1.1,0
3,1,4,3.131,9,1.0,10.9,1.0,0
3,1,4,3.131,10,1.0,13.3,1.4,1
3,1,4,3.132,1,1.0,0.0,0.0,2
3,1,4,3.132,2,1.0,0.0,0.0,2
3,1,4,3.132,3,1.0,0.0,0.0,2
3,1,4,3.132,4,1.0,0.0,0.0,2
3,2,2,2.1,2,1.0,27.5,0.9,0
3,1,4,3.132,5,1.0,0.0,0.0,2
3,1,4,3.132,6,1.0,0.0,0.0,2
3,1,4,3.132,7,1.0,0.0,0.0,2
3,1,4,3.132,8,1.0,11.9,1.5,0
3,1,4,3.132,9,1.0,13.6,1.2,0
3,1,4,3.132,10,1.0,16.0,1.0,1
3,1,3,3.24,1,1.0,0.0,0.0,2
3,1,3,3.24,2,1.0,0.0,0.0,2
3,1,3,3.24,3,1.0,0.0,0.0,2
3,1,3,3.24,4,1.0,0.0,0.0,2
3,1,3,3.24,5,1.0,0.0,0.0,2
3,1,3,3.24,6,1.0,38.9,1.5,0
3,1,3,3.24,7,1.0,40.9,1.2,0
3,1,3,3.24,8,1.0,42.6,1.4,0
3,1,3,3.24,9,1.0,44.8,1.5,0
3,1,3,3.24,10,1.0,45.7,1.3,1
3,1,4,3.241,1,1.0,0.0,0.0,2
3,1,4,3.241,2,1.0,0.0,0.0,2
3,1,4,3.241,3,1.0,0.0,0.0,2
3,1,4,3.241,4,1.0,0.0,0.0,2
3,1,4,3.241,5,1.0,0.0,0.0,2
3,1,4,3.241,6,1.0,35.7,1.8,0
3,1,4,3.241,7,1.0,38.6,1.6,0
3,1,4,3.241,8,1.0,39.1,1.8,0
3,1,4,3.241,9,1.0,40.4,2.0,0
3,1,4,3.241,10,1.0,44.3,1.6,1
3,1,4,3.242,1,1.0,0.0,0.0,2
3,1,4,3.242,2,1.0,0.0,0.0,2
3,1,4,3.242,3,1.0,0.0,0.0,2
3,1,4,3.242,4,1.0,0.0,0.0,2
3,1,4,3.242,5,1.0,0.0,0.0,2
3,1,4,3.242,6,1.0,42.1,1.6,0
3,1,4,3.242,7,1.0,43.1,1.4,0
3,1,4,3.242,8,1.0,45.6,1.7,0
3,1,4,3.242,9,1.0,48.9,1.7,0
3,1,4,3.242,10,1.0,47.1,1.5,1
3,1,3,3.25,1,1.0,29.3,1.0,0
3,1,3,3.25,2,1.0,32.7,1.8,0
3,1,3,3.25,3,1.0,34.1,1.6,0
3,1,3,3.25,4,1.0,35.3,1.1,0
3,1,3,3.25,5,1.0,37.3,1.9,0
3,1,3,3.25,6,1.0,40.3,1.8,0
3,1,3,3.25,7,1.0,43.2,1.5,0
3,1,3,3.25,8,1.0,46.4,1.7,0
3,1,3,3.25,9,1.0,47.9,1.5,0
3,1,3,3.25,10,1.0,50.0,1.3,1
3,1,4,3.251,1,1.0,23.8,1.0,0
3,1,4,3.251,2,1.0,27.8,1.5,0
3,1,4,3.251,3,1.0,29.1,1.8,0
3,1,4,3.251,4,1.0,29.5,1.6,0
3,1,4,3.251,5,1.0,32.0,2.1,0
3,1,4,3.251,6,1.0,36.3,2.1,0
3,1,4,3.251,7,1.0,40.2,2.0,0
3,1,4,3.251,8,1.0,43.3,2.1,0
3,1,4,3.251,9,1.0,44.0,1.9,0
3,1,4,3.251,10,1.0,48.8,1.7,1
3,1,4,3.252,1,1.0,35.2,1.4,0
3,1,4,3.252,2,1.0,38.0,2.6,0
3,1,4,3.252,3,1.0,39.4,2.3,0
3,1,4,3.252,4,1.0,41.8,2.1,0
3,1,4,3.252,5,1.0,43.3,2.2,0
3,1,4,3.252,6,1.0,44.6,1.7,0
3,1,4,3.252,7,1.0,46.3,2.0,0
3,1,4,3.252,8,1.0,49.6,2.4,0
3,1,4,3.252,9,1.0,51.7,1.9,0
3,1,4,3.252,10,1.0,51.4,2.2,1
3,1,5,5.1,1,1.0,28.1,1.4,0
3,1,5,5.1,2,1.0,34.7,2.0,0
3,1,5,5.1,3,1.0,33.7,1.8,0
3,1,5,5.1,4,1.0,35.0,1.4,0
3,1,5,5.1,5,1.0,35.9,1.4,0
3,1,5,5.1,6,1.0,37.2,1.3,0
3,1,5,5.1,7,1.0,38.3,1.3,0
3,1,5,5.1,8,1.0,39.2,1.3,0
3,1,5,5.1,9,1.0,42.2,1.5,0
3,1,5,5.1,10,1.0,44.0,1.7,1
3,1,5,5.2,1,1.0,26.1,1.4,0
3,1,5,5.2,2,1.0,34.1,1.6,0
3,1,5,5.2,3,1.0,33.6,1.4,0
3,1,5,5.2,4,1.0,35.9,1.1,0
3,1,5,5.2,5,1.0,38.0,1.3,0
3,1,5,5.2,6,1.0,37.3,1.2,0
3,1,5,5.2,7,1.0,40.1,1.1,0
3,1,5,5.2,8,1.0,42.6,1.3,0
3,1,5,5.2,9,1.0,42.7,1.5,0
3,1,5,5.2,10,1.0,42.8,1.6,1
3,1,5,5.3,1,1.0,22.7,1.2,0
3,1,5,5.3,2,1.0,32.1,1.6,0
3,1,5,5.3,3,1.0,33.3,1.9,0
3,1,5,5.3,4,1.0,35.7,2.0,0
3,1,5,5.3,5,1.0,35.7,1.6,0
3,1,5,5.3,6,1.0,36.8,0.9,0
3,1,5,5.3,7,1.0,37.0,1.2,0
3,1,5,5.3,8,1.0,38.8,1.5,0
3,1,5,5.3,9,1.0,41.6,1.6,0
3,1,5,5.3,10,1.0,43.3,1.6,1
3,1,5,5.4,1,1.0,18.7,1.2,0
3,1,5,5.4,2,1.0,25.5,1.3,0
3,1,5,5.4,3,1.0,27.3,1.3,0
3,1,5,5.4,4,1.0,28.9,1.3,0
3,1,5,5.4,5,1.0,29.4,1.1,0
3,1,5,5.4,6,1.0,31.3,1.3,0
3,1,5,5.4,7,1.0,30.2,1.5,0
3,1,5,5.4,8,1.0,29.7,1.6,0
3,1,5,5.4,9,1.0,34.0,1.7,0
3,1,5,5.4,10,1.0,38.3,2.2,1
3,2,1,1.1,1,1.0,22.3,0.7,0
3,2,1,1.1,2,1.0,30.5,0.9,0
3,2,1,1.1,3,1.0,31.5,0.8,0
3,2,1,1.1,4,1.0,33.5,0.9,0
3,2,1,1.1,5,1.0,34.3,0.9,0
3,2,1,1.1,6,1.0,34.9,0.7,0
3,2,1,1.1,7,1.0,35.5,0.8,0
3,2,1,1.1,8,1.0,36.5,0.8,0
3,2,1,1.1,9,1.0,38.9,0.9,0
3,2,2,2.1,4,1.0,32.4,1.3,0
3,2,2,2.1,5,1.0,32.8,1.3,0
3,2,2,2.1,6,1.0,33.9,1.1,0
3,2,2,2.1,7,1.0,34.6,1.1,0
3,2,2,2.1,8,1.0,34.5,0.8,0
3,2,2,2.1,9,1.0,36.6,1.2,0
3,2,2,2.1,10,1.0,40.5,1.7,1
3,2,2,2.2,1,1.0,25.0,0.9,0
3,2,2,2.2,2,1.0,33.4,1.2,0
3,2,2,2.2,3,1.0,33.3,1.1,0
3,2,2,2.2,4,1.0,34.6,1.1,0
3,2,2,2.2,5,1.0,35.6,0.9,0
3,2,2,2.2,6,1.0,35.9,0.7,0
3,2,2,2.2,7,1.0,36.4,1.0,0
3,2,2,2.2,8,1.0,38.5,1.1,0
3,2,2,2.2,9,1.0,41.0,1.0,0
3,2,2,2.2,10,1.0,41.8,1.3,1
3,2,3,3.11,1,1.0,21.3,0.8,0
3,2,3,3.11,2,1.0,29.8,1.0,0
3,2,3,3.11,3,1.0,30.9,0.9,0
3,2,3,3.11,4,1.0,32.4,1.0,0
3,2,3,3.11,5,1.0,33.2,1.1,0
3,2,3,3.11,6,1.0,33.8,1.0,0
3,2,3,3.11,7,1.0,34.1,1.1,0
3,2,3,3.11,8,1.0,35.3,1.0,0
4,2,2,2.1,9,1.0,22.9,1.0,0
3,2,3,3.11,9,1.0,37.9,1.0,0
3,2,3,3.11,10,1.0,40.7,1.5,1
3,2,4,3.111,1,1.0,19.8,0.8,0
3,2,4,3.111,2,1.0,28.4,1.0,0
3,2,4,3.111,3,1.0,30.5,1.0,0
3,2,4,3.111,4,1.0,32.6,1.4,0
3,2,4,3.111,5,1.0,33.1,1.5,0
3,2,4,3.111,6,1.0,34.4,1.4,0
3,2,4,3.111,7,1.0,34.7,1.3,0
3,2,4,3.111,8,1.0,34.3,1.0,0
3,2,4,3.111,9,1.0,36.9,1.4,0
3,2,4,3.111,10,1.0,41.7,2.2,1
3,2,4,3.112,1,1.0,22.7,1.1,0
3,2,4,3.112,2,1.0,31.3,1.3,0
3,2,4,3.112,3,1.0,31.2,1.3,0
3,2,4,3.112,4,1.0,32.2,1.3,0
3,2,4,3.112,5,1.0,33.3,1.2,0
3,2,4,3.112,6,1.0,33.2,1.1,0
3,2,4,3.112,7,1.0,33.5,1.6,0
3,2,4,3.112,8,1.0,36.2,1.6,0
3,2,4,3.112,9,1.0,38.8,1.2,0
3,2,4,3.112,10,1.0,39.7,1.7,1
3,2,3,3.12,1,1.0,29.5,0.9,0
3,2,3,3.12,2,1.0,39.1,1.3,0
3,2,3,3.12,3,1.0,41.9,1.4,0
3,2,3,3.12,4,1.0,45.3,1.4,0
3,2,3,3.12,5,1.0,44.7,1.4,0
3,2,3,3.12,6,1.0,46.9,1.6,0
3,2,3,3.12,7,1.0,48.7,1.5,0
3,2,3,3.12,8,1.0,48.2,1.3,0
3,2,3,3.12,9,1.0,47.6,1.5,0
3,2,3,3.12,10,1.0,48.1,1.3,1
3,2,4,3.121,1,1.0,20.7,1.0,0
3,2,4,3.121,2,1.0,27.5,1.3,0
3,2,4,3.121,3,1.0,30.7,2.0,0
3,2,4,3.121,4,1.0,35.8,2.0,0
3,2,4,3.121,5,1.0,37.2,1.8,0
3,2,4,3.121,6,1.0,38.1,1.9,0
3,2,4,3.121,7,1.0,37.9,1.6,0
3,2,4,3.121,8,1.0,37.6,1.6,0
3,2,4,3.121,9,1.0,37.5,1.8,0
3,2,4,3.121,10,1.0,38.7,1.8,1
3,2,4,3.122,1,1.0,36.7,1.4,0
3,2,5,5.2,5,1.0,37.0,1.2,0
3,2,4,3.122,2,1.0,48.7,1.9,0
3,2,4,3.122,3,1.0,51.1,2.0,0
3,2,4,3.122,4,1.0,53.2,1.9,0
3,2,4,3.122,5,1.0,51.0,1.5,0
3,2,4,3.122,6,1.0,54.2,1.7,0
3,2,4,3.122,7,1.0,57.6,1.7,0
3,2,4,3.122,8,1.0,56.9,1.4,0
3,2,4,3.122,9,1.0,56.1,1.4,0
3,2,4,3.122,10,1.0,55.9,1.5,1
3,2,3,3.13,1,1.0,0.0,0.0,2
3,2,3,3.13,2,1.0,0.0,0.0,2
3,2,3,3.13,3,1.0,0.0,0.0,2
3,2,3,3.13,4,1.0,0.0,0.0,2
3,2,3,3.13,5,1.0,0.0,0.0,2
3,2,3,3.13,6,1.0,0.0,0.0,2
3,2,3,3.13,7,1.0,0.0,0.0,2
3,2,3,3.13,8,1.0,11.8,0.9,0
3,2,3,3.13,9,1.0,12.7,0.9,0
3,2,3,3.13,10,1.0,15.1,1.0,1
3,2,4,3.131,1,1.0,0.0,0.0,2
3,2,4,3.131,2,1.0,0.0,0.0,2
3,2,4,3.131,3,1.0,0.0,0.0,2
3,2,4,3.131,4,1.0,0.0,0.0,2
3,2,4,3.131,5,1.0,0.0,0.0,2
3,2,4,3.131,6,1.0,0.0,0.0,2
3,2,4,3.131,7,1.0,0.0,0.0,2
3,2,4,3.131,8,1.0,11.7,1.1,0
3,2,4,3.131,9,1.0,11.7,1.1,0
3,2,4,3.131,10,1.0,14.2,1.5,1
3,2,4,3.132,1,1.0,0.0,0.0,2
3,2,4,3.132,2,1.0,0.0,0.0,2
3,2,4,3.132,3,1.0,0.0,0.0,2
3,2,4,3.132,4,1.0,0.0,0.0,2
3,2,4,3.132,5,1.0,0.0,0.0,2
3,2,4,3.132,6,1.0,0.0,0.0,2
3,2,4,3.132,7,1.0,0.0,0.0,2
3,2,4,3.132,8,1.0,11.9,1.5,0
3,2,4,3.132,9,1.0,13.6,1.2,0
3,2,4,3.132,10,1.0,16.0,1.0,1
3,2,3,3.24,1,1.0,0.0,0.0,2
3,2,3,3.24,2,1.0,0.0,0.0,2
3,2,3,3.24,3,1.0,0.0,0.0,2
3,2,3,3.24,4,1.0,0.0,0.0,2
3,2,3,3.24,5,1.0,0.0,0.0,2
3,2,3,3.24,6,1.0,38.0,1.7,0
3,2,3,3.24,7,1.0,40.1,1.4,0
3,2,3,3.24,8,1.0,42.3,1.4,0
3,2,3,3.24,9,1.0,44.8,1.5,0
3,2,3,3.24,10,1.0,45.8,1.4,1
3,2,4,3.241,1,1.0,0.0,0.0,2
3,2,4,3.241,2,1.0,0.0,0.0,2
3,2,4,3.241,3,1.0,0.0,0.0,2
3,2,4,3.241,4,1.0,0.0,0.0,2
3,2,4,3.241,5,1.0,0.0,0.0,2
3,2,4,3.241,6,1.0,34.8,2.2,0
3,2,4,3.241,7,1.0,38.2,1.7,0
3,2,4,3.241,8,1.0,39.7,1.8,0
3,2,4,3.241,9,1.0,41.2,2.0,0
3,2,4,3.241,10,1.0,44.8,1.8,1
3,2,4,3.242,1,1.0,0.0,0.0,2
3,2,4,3.242,2,1.0,0.0,0.0,2
3,2,4,3.242,3,1.0,0.0,0.0,2
3,2,4,3.242,4,1.0,0.0,0.0,2
3,2,4,3.242,5,1.0,0.0,0.0,2
3,2,4,3.242,6,1.0,41.5,1.6,0
3,2,4,3.242,7,1.0,42.1,1.5,0
3,2,4,3.242,8,1.0,45.0,1.9,0
3,2,4,3.242,9,1.0,48.4,1.8,0
3,2,4,3.242,10,1.0,46.8,1.6,1
3,2,3,3.25,1,1.0,26.4,1.1,0
3,2,3,3.25,2,1.0,31.0,1.7,0
3,2,3,3.25,3,1.0,32.7,1.9,0
3,2,3,3.25,4,1.0,34.5,1.4,0
3,2,3,3.25,5,1.0,36.2,2.1,0
3,2,3,3.25,6,1.0,39.5,2.0,0
3,2,3,3.25,7,1.0,42.5,1.5,0
3,2,3,3.25,8,1.0,45.9,1.5,0
3,2,3,3.25,9,1.0,47.7,1.5,0
3,2,3,3.25,10,1.0,50.2,1.5,1
3,2,4,3.251,1,1.0,20.6,1.2,0
3,2,4,3.251,2,1.0,26.0,1.8,0
3,2,4,3.251,3,1.0,27.8,2.4,0
3,2,4,3.251,4,1.0,29.0,1.9,0
3,2,4,3.251,5,1.0,30.9,2.6,0
3,2,4,3.251,6,1.0,35.6,2.6,0
3,2,4,3.251,7,1.0,40.2,2.1,0
3,2,4,3.251,8,1.0,43.5,2.1,0
3,2,4,3.251,9,1.0,44.4,1.9,0
3,2,4,3.251,10,1.0,49.5,1.8,1
3,2,4,3.252,1,1.0,33.3,1.3,0
3,2,4,3.252,2,1.0,37.0,2.9,0
3,2,4,3.252,3,1.0,38.5,2.6,0
3,2,4,3.252,4,1.0,41.2,2.1,0
3,2,4,3.252,5,1.0,42.9,2.1,0
3,2,4,3.252,6,1.0,44.2,1.6,0
3,2,4,3.252,7,1.0,45.2,2.2,0
3,2,4,3.252,8,1.0,48.6,2.6,0
3,2,4,3.252,9,1.0,51.3,2.0,0
3,2,4,3.252,10,1.0,50.9,2.5,1
3,2,5,5.1,1,1.0,25.9,1.3,0
3,2,5,5.1,2,1.0,33.0,1.6,0
3,2,5,5.1,3,1.0,33.0,1.6,0
3,2,5,5.1,4,1.0,34.6,1.4,0
3,2,5,5.1,5,1.0,35.4,1.5,0
3,2,5,5.1,6,1.0,36.5,1.5,0
3,2,5,5.1,7,1.0,37.0,1.4,0
3,2,5,5.1,8,1.0,38.1,1.3,0
3,2,5,5.1,9,1.0,41.2,1.6,0
3,2,5,5.1,10,1.0,43.8,1.8,1
3,2,5,5.2,1,1.0,24.3,1.3,0
3,2,5,5.2,2,1.0,32.8,1.5,0
3,2,5,5.2,3,1.0,32.6,1.3,0
3,2,5,5.2,4,1.0,35.0,1.1,0
3,2,5,5.2,6,1.0,36.8,1.2,0
3,2,5,5.2,7,1.0,40.0,1.2,0
3,2,5,5.2,8,1.0,41.9,1.4,0
3,2,5,5.2,9,1.0,41.6,1.5,0
3,2,5,5.2,10,1.0,42.0,1.6,1
3,2,5,5.3,1,1.0,22.0,1.1,0
3,2,5,5.3,2,1.0,31.8,1.6,0
3,2,5,5.3,3,1.0,33.2,1.9,0
3,2,5,5.3,4,1.0,35.5,2.0,0
3,2,5,5.3,5,1.0,35.6,1.5,0
3,2,5,5.3,6,1.0,36.8,1.0,0
3,2,5,5.3,7,1.0,37.1,1.3,0
3,2,5,5.3,8,1.0,38.8,1.4,0
3,2,5,5.3,9,1.0,41.6,1.6,0
3,2,5,5.3,10,1.0,42.9,1.6,1
3,2,5,5.4,1,1.0,19.3,1.2,0
3,2,5,5.4,2,1.0,27.2,1.4,0
3,2,5,5.4,3,1.0,28.6,1.2,0
3,2,5,5.4,4,1.0,30.7,1.3,0
3,2,5,5.4,5,1.0,31.7,1.2,0
3,2,5,5.4,6,1.0,32.4,1.3,0
3,2,5,5.4,7,1.0,31.7,1.7,0
3,2,5,5.4,8,1.0,31.1,1.6,0
3,2,5,5.4,9,1.0,34.6,1.5,0
3,2,5,5.4,10,1.0,39.4,1.9,1
3,2,6,6.11,1,1.1,14.1,1.0,0
3,2,6,6.11,2,1.1,21.7,1.2,0
3,2,6,6.11,3,1.1,23.2,1.5,0
3,2,6,6.11,4,1.1,26.2,2.1,0
3,2,6,6.11,5,1.1,25.4,1.9,0
3,2,6,6.11,6,1.1,27.1,1.4,0
3,2,6,6.11,7,1.1,28.9,1.7,0
3,2,6,6.11,8,1.1,28.5,1.7,0
3,2,6,6.11,9,1.1,30.7,2.0,0
3,2,6,6.11,10,1.1,37.2,2.9,1
3,2,6,6.12,1,1.2,21.3,1.2,0
3,2,6,6.12,2,1.2,28.5,1.8,0
3,2,6,6.12,3,1.2,33.8,1.8,0
3,2,6,6.12,4,1.2,37.0,1.9,0
3,2,6,6.12,5,1.2,35.9,2.1,0
3,2,6,6.12,6,1.2,37.2,2.5,0
3,2,6,6.12,7,1.2,38.1,2.2,0
3,2,6,6.12,8,1.2,39.8,1.4,0
3,2,6,6.12,9,1.2,43.1,2.3,0
3,2,6,6.12,10,1.2,42.5,2.8,1
3,2,6,6.13,1,1.3,23.2,1.7,0
3,2,6,6.13,2,1.3,30.6,1.8,0
3,2,6,6.13,3,1.3,31.8,1.5,0
3,2,6,6.13,4,1.3,34.6,2.0,0
3,2,6,6.13,5,1.3,35.9,2.4,0
